timestamp,vehicle_count,hour,day_of_week,is_weekend,month,avg_speed,congestion_level
2024-01-01 00:00:00,1007,0,0,0,1,34.863647637496285,Medium
2024-01-01 01:00:00,667,1,0,0,1,52.19834240785558,Low
2024-01-01 02:00:00,979,2,0,0,1,50.924988940222455,Low
2024-01-01 03:00:00,993,3,0,0,1,48.185115676835885,Low
2024-01-01 04:00:00,985,4,0,0,1,20.417733469171008,High
2024-01-01 05:00:00,1044,5,0,0,1,37.00395392628307,Low
2024-01-01 06:00:00,1264,6,0,0,1,44.94090152436511,Low
2024-01-01 07:00:00,1437,7,0,0,1,36.948075568686605,Low
2024-01-01 08:00:00,1581,8,0,0,1,55.20764110883923,Low
2024-01-01 09:00:00,1528,9,0,0,1,24.07654177957486,Medium
2024-01-01 10:00:00,1736,10,0,0,1,30.914144606750952,Low
2024-01-01 11:00:00,1708,11,0,0,1,34.84302171775782,Medium
2024-01-01 12:00:00,1839,12,0,0,1,58.95482832301041,Medium
2024-01-01 13:00:00,1918,13,0,0,1,21.604500635731256,Low
2024-01-01 14:00:00,1730,14,0,0,1,47.4889544250041,Medium
2024-01-01 15:00:00,1601,15,0,0,1,35.334355838919485,Medium
2024-01-01 16:00:00,1725,16,0,0,1,31.64943970016349,Medium
2024-01-01 17:00:00,1393,17,0,0,1,47.12820795849205,Low
2024-01-01 18:00:00,1389,18,0,0,1,28.533199955319123,Low
2024-01-01 19:00:00,1006,19,0,0,1,53.3057915813061,Low
2024-01-01 20:00:00,904,20,0,0,1,22.926056915474785,High
2024-01-01 21:00:00,769,21,0,0,1,30.41722884899063,Low
2024-01-01 22:00:00,899,22,0,0,1,37.614027685433356,Low
2024-01-01 23:00:00,844,23,0,0,1,20.56977254770732,Low
2024-01-02 00:00:00,650,0,1,0,1,53.65195110129285,Medium
2024-01-02 01:00:00,869,1,1,0,1,42.82696275043214,Medium
2024-01-02 02:00:00,886,2,1,0,1,34.87092903800233,Low
2024-01-02 03:00:00,947,3,1,0,1,58.66081755064533,Low
2024-01-02 04:00:00,1120,4,1,0,1,52.234479955983716,Medium
2024-01-02 05:00:00,1090,5,1,0,1,59.708983880706334,Low
2024-01-02 06:00:00,1384,6,1,0,1,33.9189489839446,Low
2024-01-02 07:00:00,1447,7,1,0,1,28.98994730227006,Low
2024-01-02 08:00:00,1525,8,1,0,1,30.65076668913621,Low
2024-01-02 09:00:00,1781,9,1,0,1,22.65345688039679,High
2024-01-02 10:00:00,1732,10,1,0,1,33.170879694240924,Medium
2024-01-02 11:00:00,1625,11,1,0,1,31.97879289907599,Low
2024-01-02 12:00:00,1555,12,1,0,1,32.26184545661678,Medium
2024-01-02 13:00:00,1868,13,1,0,1,46.410072127191114,Medium
2024-01-02 14:00:00,1724,14,1,0,1,22.99482733785341,Medium
2024-01-02 15:00:00,1674,15,1,0,1,39.94092949301293,Low
2024-01-02 16:00:00,1458,16,1,0,1,37.08158126562574,Low
2024-01-02 17:00:00,1435,17,1,0,1,54.295464216382804,Low
2024-01-02 18:00:00,1363,18,1,0,1,29.407174807328737,High
2024-01-02 19:00:00,1205,19,1,0,1,45.38675168556148,Medium
2024-01-02 20:00:00,1113,20,1,0,1,30.636002196790862,Low
2024-01-02 21:00:00,928,21,1,0,1,49.370618925222495,Medium
2024-01-02 22:00:00,972,22,1,0,1,43.324255543979525,Low
2024-01-02 23:00:00,725,23,1,0,1,47.652371302628126,Low
2024-01-03 00:00:00,889,0,2,0,1,45.00233153833264,Medium
2024-01-03 01:00:00,837,1,2,0,1,59.94559636363204,Low
2024-01-03 02:00:00,1032,2,2,0,1,40.203738703199036,Low
2024-01-03 03:00:00,1083,3,2,0,1,20.365552599002793,Low
2024-01-03 04:00:00,1191,4,2,0,1,59.98654636506724,Low
2024-01-03 05:00:00,1062,5,2,0,1,46.91095891159199,Medium
2024-01-03 06:00:00,1309,6,2,0,1,25.917353884351012,Low
2024-01-03 07:00:00,1389,7,2,0,1,30.810373121871955,Low
2024-01-03 08:00:00,1421,8,2,0,1,57.31417185346443,Medium
2024-01-03 09:00:00,1711,9,2,0,1,34.526510928714075,Medium
2024-01-03 10:00:00,1540,10,2,0,1,56.485636924582614,Low
2024-01-03 11:00:00,1857,11,2,0,1,35.40122372346348,Low
2024-01-03 12:00:00,1646,12,2,0,1,57.27246662730407,Low
2024-01-03 13:00:00,1792,13,2,0,1,23.56937377066148,Medium
2024-01-03 14:00:00,1713,14,2,0,1,44.19615377375618,Low
2024-01-03 15:00:00,1537,15,2,0,1,21.417579160751483,Low
2024-01-03 16:00:00,1494,16,2,0,1,46.08888726653323,Low
2024-01-03 17:00:00,1566,17,2,0,1,50.702518984082204,Low
2024-01-03 18:00:00,1299,18,2,0,1,32.86751319433935,Low
2024-01-03 19:00:00,1110,19,2,0,1,35.31422393481568,Low
2024-01-03 20:00:00,1192,20,2,0,1,30.9160134416839,Low
2024-01-03 21:00:00,881,21,2,0,1,57.39116255113727,Medium
2024-01-03 22:00:00,761,22,2,0,1,22.869938332552845,Low
2024-01-03 23:00:00,748,23,2,0,1,56.00785605215191,Low
2024-01-04 00:00:00,861,0,3,0,1,42.23405124572932,Low
2024-01-04 01:00:00,668,1,3,0,1,32.005309598155876,Low
2024-01-04 02:00:00,745,2,3,0,1,51.873798295028806,Low
2024-01-04 03:00:00,988,3,3,0,1,55.985425721537574,Low
2024-01-04 04:00:00,1064,4,3,0,1,28.456455436682234,Low
2024-01-04 05:00:00,959,5,3,0,1,20.451073634652243,Medium
2024-01-04 06:00:00,1143,6,3,0,1,50.34792932462865,Low
2024-01-04 07:00:00,1371,7,3,0,1,32.2495797033212,Medium
2024-01-04 08:00:00,1462,8,3,0,1,53.79678997061372,High
2024-01-04 09:00:00,1752,9,3,0,1,32.353933669986006,Low
2024-01-04 10:00:00,1717,10,3,0,1,29.74148095690348,Low
2024-01-04 11:00:00,1815,11,3,0,1,27.811576047805303,Low
2024-01-04 12:00:00,1720,12,3,0,1,46.23477074634891,Low
2024-01-04 13:00:00,1647,13,3,0,1,29.550978832938434,Low
2024-01-04 14:00:00,1765,14,3,0,1,21.67503231140559,Low
2024-01-04 15:00:00,1672,15,3,0,1,51.9032974135423,Medium
2024-01-04 16:00:00,1559,16,3,0,1,38.0433488962264,Low
2024-01-04 17:00:00,1649,17,3,0,1,26.12386243514669,Medium
2024-01-04 18:00:00,1259,18,3,0,1,34.43462411053706,Low
2024-01-04 19:00:00,1052,19,3,0,1,23.57428866665721,Low
2024-01-04 20:00:00,1054,20,3,0,1,24.560407808760427,Medium
2024-01-04 21:00:00,948,21,3,0,1,24.402335014065365,High
2024-01-04 22:00:00,823,22,3,0,1,56.63970306474583,Low
2024-01-04 23:00:00,871,23,3,0,1,35.70625401542863,High
2024-01-05 00:00:00,668,0,4,0,1,42.53929047240362,Medium
2024-01-05 01:00:00,744,1,4,0,1,27.404700381792058,Low
2024-01-05 02:00:00,883,2,4,0,1,49.95860976246607,Medium
2024-01-05 03:00:00,942,3,4,0,1,33.502264183227965,High
2024-01-05 04:00:00,971,4,4,0,1,58.97560370515774,Low
2024-01-05 05:00:00,1378,5,4,0,1,22.723687273326693,Low
2024-01-05 06:00:00,1261,6,4,0,1,41.261588739068145,Low
2024-01-05 07:00:00,1346,7,4,0,1,44.251728396620365,Low
2024-01-05 08:00:00,1587,8,4,0,1,36.8010990428085,Low
2024-01-05 09:00:00,1567,9,4,0,1,50.991206851535665,Low
2024-01-05 10:00:00,1842,10,4,0,1,28.32449179108176,Low
2024-01-05 11:00:00,1962,11,4,0,1,39.388461539819495,Low
2024-01-05 12:00:00,1887,12,4,0,1,41.9280539942252,Medium
2024-01-05 13:00:00,1690,13,4,0,1,33.56137119604405,Medium
2024-01-05 14:00:00,1601,14,4,0,1,31.35113644700605,Low
2024-01-05 15:00:00,1775,15,4,0,1,42.77243265941249,Low
2024-01-05 16:00:00,1501,16,4,0,1,55.85672496646449,Low
2024-01-05 17:00:00,1453,17,4,0,1,40.48309612266358,Low
2024-01-05 18:00:00,1315,18,4,0,1,23.025804737692606,High
2024-01-05 19:00:00,1123,19,4,0,1,48.84490268620689,Low
2024-01-05 20:00:00,1068,20,4,0,1,21.920647135085666,Low
2024-01-05 21:00:00,856,21,4,0,1,31.63553369217685,Low
2024-01-05 22:00:00,897,22,4,0,1,44.306847164237396,Medium
2024-01-05 23:00:00,775,23,4,0,1,33.35208974114432,High
2024-01-06 00:00:00,700,0,5,1,1,46.06185246138709,Low
2024-01-06 01:00:00,664,1,5,1,1,36.89375387836579,High
2024-01-06 02:00:00,936,2,5,1,1,54.920026551538754,Medium
2024-01-06 03:00:00,961,3,5,1,1,36.5354894237959,Medium
2024-01-06 04:00:00,1087,4,5,1,1,46.96415453767696,Medium
2024-01-06 05:00:00,1044,5,5,1,1,41.38898930553306,Low
2024-01-06 06:00:00,1128,6,5,1,1,30.55396833997653,Low
2024-01-06 07:00:00,1473,7,5,1,1,44.41001980171919,Medium
2024-01-06 08:00:00,1470,8,5,1,1,56.46922944901219,Low
2024-01-06 09:00:00,1558,9,5,1,1,57.96081196505139,Medium
2024-01-06 10:00:00,1666,10,5,1,1,45.74788536001226,Medium
2024-01-06 11:00:00,1770,11,5,1,1,41.298119009672284,Medium
2024-01-06 12:00:00,1726,12,5,1,1,33.91342273179659,Low
2024-01-06 13:00:00,1440,13,5,1,1,52.63551773989557,Low
2024-01-06 14:00:00,1756,14,5,1,1,52.1691205150353,Low
2024-01-06 15:00:00,1499,15,5,1,1,38.886262427027084,Medium
2024-01-06 16:00:00,1496,16,5,1,1,55.44888982413064,Low
2024-01-06 17:00:00,1359,17,5,1,1,54.10519770969901,Low
2024-01-06 18:00:00,1253,18,5,1,1,46.90484496131022,Medium
2024-01-06 19:00:00,1118,19,5,1,1,56.45526332182149,Low
2024-01-06 20:00:00,899,20,5,1,1,57.604231789313765,Low
2024-01-06 21:00:00,989,21,5,1,1,31.109443037160695,Low
2024-01-06 22:00:00,792,22,5,1,1,49.86150211656785,Low
2024-01-06 23:00:00,794,23,5,1,1,57.4933403012171,Medium
2024-01-07 00:00:00,761,0,6,1,1,56.0281949089785,Medium
2024-01-07 01:00:00,782,1,6,1,1,46.26922981257876,Low
2024-01-07 02:00:00,741,2,6,1,1,56.01387098274334,Medium
2024-01-07 03:00:00,798,3,6,1,1,29.9216737540989,Medium
2024-01-07 04:00:00,1016,4,6,1,1,24.879964894521194,Low
2024-01-07 05:00:00,1163,5,6,1,1,57.6844225225703,Low
2024-01-07 06:00:00,1173,6,6,1,1,20.768207399781225,Low
2024-01-07 07:00:00,1376,7,6,1,1,27.894485154319554,Low
2024-01-07 08:00:00,1161,8,6,1,1,21.16968081737099,Medium
2024-01-07 09:00:00,1589,9,6,1,1,37.202299537974916,Medium
2024-01-07 10:00:00,1704,10,6,1,1,31.78307126576014,Low
2024-01-07 11:00:00,1742,11,6,1,1,51.03598354296905,High
2024-01-07 12:00:00,1568,12,6,1,1,30.654253146968866,Low
2024-01-07 13:00:00,1933,13,6,1,1,44.9674816254458,Low
2024-01-07 14:00:00,1511,14,6,1,1,20.1406094756235,Low
2024-01-07 15:00:00,1651,15,6,1,1,39.19551111433579,Low
2024-01-07 16:00:00,1496,16,6,1,1,22.91915000874709,Medium
2024-01-07 17:00:00,1272,17,6,1,1,33.84909073751757,Medium
2024-01-07 18:00:00,1291,18,6,1,1,50.70333043248196,Low
2024-01-07 19:00:00,1106,19,6,1,1,35.40291765089656,Medium
2024-01-07 20:00:00,738,20,6,1,1,45.23035627112169,Low
2024-01-07 21:00:00,878,21,6,1,1,40.17563628601707,Medium
2024-01-07 22:00:00,908,22,6,1,1,54.33414933334538,Low
2024-01-07 23:00:00,683,23,6,1,1,39.91124559471561,High
2024-01-08 00:00:00,805,0,0,0,1,56.30228869121294,High
2024-01-08 01:00:00,862,1,0,0,1,55.3286158734494,Low
2024-01-08 02:00:00,764,2,0,0,1,42.11581100361336,Low
2024-01-08 03:00:00,1006,3,0,0,1,24.9002949016444,Low
2024-01-08 04:00:00,1002,4,0,0,1,31.697390099927695,Low
2024-01-08 05:00:00,1158,5,0,0,1,32.82254412091459,Low
2024-01-08 06:00:00,1214,6,0,0,1,56.61727813939437,Low
2024-01-08 07:00:00,1421,7,0,0,1,34.11646619731518,Low
2024-01-08 08:00:00,1515,8,0,0,1,25.71579247078793,Low
2024-01-08 09:00:00,1663,9,0,0,1,28.337453653247287,Low
2024-01-08 10:00:00,1872,10,0,0,1,48.082695695554605,Medium
2024-01-08 11:00:00,1700,11,0,0,1,24.91199357816504,Medium
2024-01-08 12:00:00,1779,12,0,0,1,37.93665537828104,Medium
2024-01-08 13:00:00,1799,13,0,0,1,28.13738609139603,Low
2024-01-08 14:00:00,1617,14,0,0,1,51.56546250628653,Low
2024-01-08 15:00:00,1775,15,0,0,1,28.307834865551737,Medium
2024-01-08 16:00:00,1540,16,0,0,1,53.57284460240531,Low
2024-01-08 17:00:00,1326,17,0,0,1,52.116335466897404,Low
2024-01-08 18:00:00,1548,18,0,0,1,47.773216790592464,High
2024-01-08 19:00:00,1111,19,0,0,1,54.52539732127563,Low
2024-01-08 20:00:00,943,20,0,0,1,23.640709727600186,Medium
2024-01-08 21:00:00,990,21,0,0,1,51.14852315651815,Medium
2024-01-08 22:00:00,796,22,0,0,1,25.07986170928355,Medium
2024-01-08 23:00:00,791,23,0,0,1,42.79993563958938,Low
2024-01-09 00:00:00,868,0,1,0,1,52.12913035731417,Low
2024-01-09 01:00:00,863,1,1,0,1,21.79135724738574,Medium
2024-01-09 02:00:00,926,2,1,0,1,59.39040877780747,Low
2024-01-09 03:00:00,1041,3,1,0,1,53.86060748466738,Medium
2024-01-09 04:00:00,908,4,1,0,1,46.77876887061686,Low
2024-01-09 05:00:00,1422,5,1,0,1,25.720894818902757,Medium
2024-01-09 06:00:00,1364,6,1,0,1,32.19188907686856,Medium
2024-01-09 07:00:00,1468,7,1,0,1,56.408103685721144,Low
2024-01-09 08:00:00,1521,8,1,0,1,20.220741639150948,Low
2024-01-09 09:00:00,1775,9,1,0,1,58.10705072109512,High
